"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1870123244562592088","Fri Dec 20 15:05:01 +0000 2024","0","Menurut Trubus keberhasilan MoU ini sangat bergantung pada partisipasi publik dan pentingnya edukasi yang terus-menerus kepada masyarakat. https://t.co/ko5c6abxJS","1870123244562592088","","","in","","0","0","0","https://x.com/undefined/status/1870123244562592088","1722628603287117824",
"1870011091138318384","Fri Dec 20 07:39:21 +0000 2024","0","Banjir rob di Jakarta Utara masih saja pasang surut. Bukti penurunan tanah dan perubahan iklim itu nyata? https://t.co/JhkPRGHYxn","1870011091138318384","","","in","","0","0","1","https://x.com/undefined/status/1870011091138318384","135815019",
"1870006809781776666","Fri Dec 20 07:22:21 +0000 2024","2","Banjir rob di Jakarta Utara masih saja pasang surut. Bukti penurunan tanah dan perubahan iklim itu nyata? https://t.co/8IWafsIYkl","1870006809781776666","","","in","","0","0","1","https://x.com/undefined/status/1870006809781776666","69183155",
"1869997848583893353","Fri Dec 20 06:46:44 +0000 2024","1","Banjir rob (luapan air laut) di Jakarta Utara berhari-hari pasang surut. Ini jadi bukti penurunan tanah dan perubahan iklim benar-benar nyata. https://t.co/KZvu0dZkfB","1869997848583893353","","","in","","0","0","0","https://x.com/undefined/status/1869997848583893353","135815019",
"1869707588985864222","Fri Dec 20 04:56:53 +0000 2024","0","@RomeoWalker19 Baca jurnal penelitian deh mending lu biar ga asal ucap GSW itu ga efektif buat nanganin case kek gitu di jakarta. Karna bukan masalah utamanya akar permasalahannya kan penurunan tanah bege","1869970203272261866","","RomeoWalker19","in","","0","0","0","https://x.com/undefined/status/1869970203272261866","1037213568171757570",
"1869319465550385219","Thu Dec 19 14:41:43 +0000 2024","0","@04_zainal Naiknya permukaan air laut akibat pemanasan global + penurunan atau ablesan tanah Jakarta (land subsidence) di beberapa titik wilayah Jkt akan mempercepat potensi masuknya air laut ke daratan Jakarta.","1869754994758701122","","04_zainal","in","","0","0","0","https://x.com/undefined/status/1869754994758701122","1589109787463061504",
"1869696821372891209","Thu Dec 19 10:50:35 +0000 2024","1","Sementara itu adanya laju penurunan permukaan tanah Jakarta secara rata-rata mencapai 7 5 cm per tahun. Angka ini semakin diperparah dengan fakta penggunaan air tanah secara terus-menerus. https://t.co/6DfMqTvQAs","1869696827043492142","https://pbs.twimg.com/media/GfJ6YApaAAAm220.jpg","petabencana","in","","0","1","0","https://x.com/undefined/status/1869696827043492142","2276880895",
"1869556440077361303","Thu Dec 19 07:53:01 +0000 2024","0","@EYulihastin Salam Kak ikut menambahkan dari liputan Majalah Tempo tentang catatan penurunan tanah di Jakarta dari tahun 2000 yang disebut menambah besar dampak banjir rob terima kasih. https://t.co/0Ttld9Y6hu","1869652139741782387","","EYulihastin","in","","0","0","0","https://x.com/undefined/status/1869652139741782387","1126684769536733184",
"1868534966336070091","Thu Dec 19 04:17:20 +0000 2024","4","@________kyy 3. Pergeseran Masalah: Banyak ahli mengatakan bahwa akar masalah Jakarta adalah penurunan tanah akibat eksploitasi air tanah berlebihan. Tanpa menangani ini Giant Sea Wall hanya akan menjadi solusi sementara.","1869597861811458225","","________kyy","in","","0","1","0","https://x.com/undefined/status/1869597861811458225","1413681526114455552",
"1869296674369376261","Thu Dec 19 00:30:31 +0000 2024","0","@xquitavee @jokowi @aniesbaswedan @ridwankamil Arsitek tidak menjamin Jakarta bebas banjir karena masalahnya kompleks sekali kesadaran warga penurunan tanah kelola sampah dll","1869540780727243109","","theng_sd","in","","0","0","0","https://x.com/undefined/status/1869540780727243109","116911237",
